Date,AAPL,MSFT,GOOGL,AMZN,META,TSLA,NVDA
2018-01-03,-0.00017418959376624965,0.004654084711420259,0.017060901955636032,0.012775310383486449,0.017914241861573865,-0.010233112708571634,0.06581357413853928
2018-01-04,0.0046450471611303445,0.008801241415489436,0.003884484927552334,0.004476012896857506,-0.001841228475209622,-0.008289977599700626,0.005271495352294986
2018-01-05,0.011385417782211693,0.012397990183979468,0.013260243489473744,0.016162516530176196,0.013671215976136297,0.006229740634655645,0.008474380401668258
2018-01-08,-0.0037141176223628447,0.0010207400505963804,0.0035305575678004075,0.014424678832250848,0.007653126528147425,0.06263821959024418,0.030640536605314628
2018-01-09,-0.00011467215278138099,-0.0006799867411012572,-0.0012743999989541788,0.0046757095740346255,-0.002177549556087066,-0.00808538113492141,-0.00027023202689913095
2018-01-10,-0.0002296503282375184,-0.004533955851181104,-0.0023814149196481615,0.0013012055442500614,-0.00015969652926484112,0.003326413914539472,0.007839715956375226
2018-01-11,0.0056802783072438245,0.0029609458611046247,0.0017205291877115947,0.01781828254348916,-0.0003726575461605597,0.009408646715617364,0.0017883611175601999
2018-01-12,0.010326384564487423,0.01725665240820473,0.016725873430454286,0.022339231610462695,-0.04473573988179236,-0.005119110235858537,-0.0049087833409967585
2018-01-16,-0.005082608683280698,-0.013950895740169278,4.420596426601975e-05,-0.0002605871874575838,-0.005463481859219743,0.011421116241414841,-0.012871319666353909
2018-01-17,0.01651628199835309,0.020260409581285277,0.0074291212086841085,-0.00755630863716783,-0.0044283642535637435,0.02087858455510405,0.020944135334597824
2018-01-18,0.0008935011923634217,-0.0004439398270331685,-0.002747828289636267,-0.0012972916415299185,0.01238731156442574,-0.007460532163804823,-0.0012461620577034482
2018-01-19,-0.004462701720854945,-0.001109562661299024,0.0066286557245180955,0.0009741736041779525,0.008286936210799123,0.015816873268893028,0.02526287372867686
2018-01-22,-0.00818101260023496,0.01788844949381385,0.018067386854001333,0.025282411609683475,0.022505413821633846,0.004399674810198428,0.015557758058421634
2018-01-23,0.00022600248079274188,0.0031659035990203588,0.010316355414106138,0.02654236704761037,0.021470677433198304,0.0034987229726255453,0.02233751299042841
2018-01-24,-0.01592861073758589,-0.0008704259015434035,-0.00414900898074233,-0.0036915667119321594,-0.014787428289393167,-0.019558338950656062,-0.013017671146146492
2018-01-25,-0.017850891826189375,0.005554350703991906,0.009263327343305372,0.015056912893923968,0.004985128684217299,-0.02385156263182675,0.002332441960664511
2018-01-26,0.0023373448332664193,0.01873689631271258,0.004584840494863407,0.017489776074125496,0.013441433281873971,0.015430662178036458,0.029532790741353177
2018-01-29,-0.02069827561124682,-0.0014883754938658234,-0.0009093360871836875,0.011147987016343786,-0.021157744156197644,0.019483745784611983,0.014465885894348718
2018-01-30,-0.005894160218381517,-0.012563905391636099,-0.007678274856266598,0.014206254114237371,0.006129560673739709,-0.010614261699658623,-0.01673098073796364
2018-01-31,0.0027549102412685045,0.024477494444104186,0.004119387222594195,0.009090198056924459,-0.001229110870765382,0.024550343604870628,0.012689712484736049
2018-02-01,0.002090383353123615,-0.007894356773837652,-0.0005329446902750945,-0.04196737400527717,0.03317457946384628,-0.014281293846785892,-0.021562255399174002
2018-02-02,-0.043390087322897064,-0.026310080010214842,-0.05280166065856973,0.02874097206609716,-0.0145528546042053,-0.015747955382294787,-0.029023013643140083
2018-02-05,-0.024984705029622245,-0.0411854278683772,-0.05075953894641416,-0.027938006598856924,-0.04740384732364877,-0.03089455173037159,-0.08487493892304554
2018-02-06,0.04179202859155562,0.037840842717832945,0.020745668785672633,0.03801436389950541,0.022343618731472503,0.0025215270216487617,0.05559212666479629
2018-02-07,-0.021407187315331755,-0.018832629321931527,-0.02676059902413408,-0.018061620618718965,-0.027683293172032886,0.03302687941110416,0.014274005302454817
2018-02-08,-0.027516788164846817,-0.051333626554307954,-0.04519559515144467,-0.046782076355553315,-0.04773006797905366,-0.0862898619278617,-0.049300481965586895
2018-02-09,0.01223151048730231,0.03728984533596891,0.038264839210035984,-0.008071057484337008,0.02640163853937838,-0.015258637910555595,0.06693621732681554
2018-02-12,0.04027875226575994,0.010773072624263413,0.007923482994401487,0.0348088545167482,0.001703605096504024,0.017105860055229627,-0.017450948263770916
2018-02-13,0.010018174432164573,0.007854155527804663,-0.00039828271021247197,0.020400675986486094,-0.018479749758711583,0.025116342037434514,0.02017298060680628
2018-02-14,0.01843714676221797,0.015657949125859494,0.017606688521433433,0.025832207585371192,0.03678899709659578,-0.004171050736881954,0.03778532907047172
2018-02-15,0.03357819753023361,0.020371940972099267,0.017395387699961518,0.007380856462852581,0.0024509312044107556,0.036486630791516816,0.02104238726513752
2018-02-16,-0.003237241424487336,-0.007122713800396752,0.003793459523963927,-0.008941218962002284,-0.014447714301656922,0.004250554934988493,-0.01079134636408885
2018-02-20,-0.0033634212053919033,0.007826292490120013,0.0073847766523693625,0.013570904563712238,-0.007611587578464363,-0.002146044443118056,0.021489785874785117
2018-02-21,-0.004539292048669763,-0.013265792538331156,0.009206282124912812,0.009922706887337096,0.010794728140224752,-0.004391140631703649,-0.030392144946200017
2018-02-22,0.008359810340251128,0.002623395921811822,-0.0034567482820019313,0.001631842065593636,0.006070583632742155,0.03861385365210501,0.003273139076352516
2018-02-23,0.017390996694159444,0.025400502820404514,0.016388896582309354,0.009869817359685173,0.024023527350090612,0.016985883239315713,0.01561043579909227
2018-02-26,0.019772255305991582,0.014458679060553203,0.013837489867147168,0.014633382161458375,0.008947749299416108,0.01525350712013207,0.002642932852250146
2018-02-27,-0.0032410552357003963,-0.012785146304851502,-0.022899349141679903,-0.006550867172796515,-0.018763925651600344,-0.017990057260484416,-0.0021090386668031202
2018-02-28,-0.0015133146918663298,-0.0045651611510271195,-0.012161013798305476,0.0003108313001467522,-0.017303943596929994,-0.022593189478732012,-0.01649983740530192
2018-03-01,-0.017516291016785424,-0.009811219636232327,-0.029449561722090345,-0.012562358807392093,-0.013346875797668134,-0.03535822749677753,-0.040454636853935244
2018-03-02,0.006914450670918004,0.0021542307271402716,0.011881558616993804,0.004553166629101657,0.003864916232700466,0.012661277814635996,0.01864676505432894
2018-03-05,0.0034614133760102472,0.006340484401407442,0.00979570266091545,0.01557072907976953,0.021401791614394705,-0.0052816914935877035,-0.003762601378284325
2018-03-06,-0.0008485208152647639,-0.0034171102762490246,0.005608516121569096,0.00920849302913429,-0.00343657651407292,-0.015449266428910424,0.02762571729128438
2018-03-07,-0.00928236992967002,0.005786272225637656,0.012844111185138507,0.004786506564700588,0.021859937007511654,0.012492436638843696,-0.001321069773652983
2018-03-08,0.01091225945174834,0.006073022660515237,0.012860531335062708,0.0044401594736043215,-0.007457476511586125,-0.009629843215428147,-0.0027291474187451925
2018-03-09,0.01718077235661908,0.022344591581589857,0.027856028417030165,0.01741782666536884,0.015849463475777092,-0.005864531827206032,0.017207008767111676
2018-03-12,0.009668155458989025,0.0023821923959552738,0.0043847423539578045,0.012350428812454961,-0.0025371850099913384,0.05605653312252645,0.018057406924881114
2018-03-13,-0.009630631869796069,-0.024387500392163308,-0.02231697672019528,-0.006387748444923624,-0.015587929038330506,-0.010621995702379539,-0.008208063324989467
2018-03-14,-0.008501214073647345,-0.005931671570582719,0.007877841572418331,0.001775698923243585,0.012700765599611419,-0.044494497652946774,0.0041582244549625
2018-03-15,0.0011767631420109836,0.003516242711131934,0.001497022868832465,-0.005455760159082668,-0.0017916755587353839,-0.003153405592199232,0.0024120999044627833
2018-03-16,-0.0035265024584117954,0.00445990250449757,-0.014070741126545383,-0.006724274466889391,0.006689860339336606,-0.01305288982206032,0.004571907686295562
2018-03-19,-0.015278998728978088,-0.01807654397888181,-0.03027972094129605,-0.01702002356856136,-0.06769679214806867,-0.024241461624452176,-0.03784710296664784
2018-03-20,-0.0003422404188151429,0.0025838575686158993,-0.003881679674703542,0.02691387223103381,-0.025556326611876123,-0.00959942757640797,0.03560146004289666
2018-03-21,-0.022654723504677454,-0.006979514929764008,-0.0016425865897775616,-0.0029309385697435797,0.007374419742190774,0.019256145072983122,-0.004086684504713167
2018-03-22,-0.014129791734229014,-0.029087214580794996,-0.0373400748144076,-0.023352257063312565,-0.02656594867857187,-0.023473260104713622,-0.02699549399267509
2018-03-23,-0.023156667734717806,-0.02906806427413411,-0.025257519817419416,-0.03194990354365934,-0.0333555544398515,-0.024458090225057294,-0.03671718345252539
2018-03-26,0.04747217133516246,0.07570567552855345,0.026827670225179734,0.0403193371656132,0.004203415614233652,0.00875508689287341,0.04940551969564999
